"","salary","z_years","z_hours","sex"
"1",27398.8556442944,-1.26622751295856,-0.0687138815521385,0
"2",25749.6910148279,-1.24122022913903,-1.63168013448059,0
"3",80336.1407843301,1.62648253662614,-0.495493193865362,0
"4",52113.8695789359,0.41364948284599,0.809813994990101,0
"5",47649.6382299903,1.25363117571387,-0.249110593904528,1
"6",57389.7234948258,0.437740752488048,1.12875834151575,0
"7",33042.821952322,-0.664716061875007,-0.182297894675701,0
"8",37149.3005283299,-0.00942058428025291,-0.771132689952161,0
"9",48849.5312016318,0.436834288368152,-0.999885743378242,0
"10",45855.7109064485,-0.416515870482881,0.217314536607138,0
"11",43361.7425946458,1.44452869781084,0.705899223154069,1
"12",44916.4112074428,0.381088773343558,1.18941180683627,1
"13",32124.3900745377,-1.53311976448608,-2.16449599020131,1
"14",44106.9325802476,-0.435745623696235,-0.994100647425626,0
"15",32432.8522729604,-1.41964887834811,1.1532030538212,0
"16",38993.674609355,0.146555219114247,0.0817270126917602,1
"17",28526.8901277346,-0.23810146924425,-0.739024946068078,1
"18",43798.7054211027,0.0666740164630082,0.373938159479545,1
"19",29976.6350083282,-1.66403282788704,1.34156005198623,0
"20",46796.4445215338,2.03078384580096,0.625507575863637,1
"21",35965.5057772756,-1.01475103735749,0.892793234443881,1
"22",34479.4948950863,0.344921257528169,-1.72388664984893,1
"23",31694.0598917797,-0.620016444947012,0.0869549255554377,0
"24",44656.9450002261,-0.0192275280742514,1.19548984156551,0
"25",27937.091933498,-1.07015288261628,-0.108717368133207,0
"26",31862.1564430164,0.608363510989033,-0.254819302251141,1
"27",38451.5968763758,-0.388299087130258,0.0997134662355752,1
"28",44566.0472555754,-0.354626369383037,2.03206397666708,0
"29",44441.7062832921,0.518707466885423,0.493823711924828,1
"30",33587.909969093,-0.322506180153655,-1.38240972985068,0
"31",37614.9416167734,-0.617068717922552,2.00933552132958,0
"32",47254.5839892223,-0.393887976463916,1.50399480506096,0
"33",55321.0546950114,0.797110598702464,-0.124630399332349,0
"34",42666.2241389949,-0.866923508555073,-0.534105299032947,0
"35",45917.241314132,0.173420232603376,-0.892103326205353,0
"36",29045.2721404151,-1.75728187334993,-1.10948796718628,0
"37",25543.3772870783,-1.47222900073135,-1.02959062719232,0
"38",43357.4512000798,-0.184041345651872,1.4575871180439,0
"39",46351.1785963436,-0.0140097862814904,1.25891985832652,0
"40",42431.3137840095,0.152414982220822,-0.483458550753874,0
"41",64504.812012741,1.0503214502085,0.75511887246958,0
"42",40591.07172454,-0.245647860596901,-0.437758860324538,0
"43",30961.448751877,-0.560231852575356,-1.26128059869893,0
"44",42947.386093677,-0.797300354805234,0.806827848806095,0
"45",77426.335658159,1.83052424723606,-0.817489661781822,0
"46",63842.8263763688,3.85142303526949,1.98964062419619,1
"47",38578.5717704793,1.40185320627164,-0.656001651053911,1
"48",35770.8147134051,0.568253132179331,-0.631683718327524,1
"49",40851.312801412,0.0284028553458296,1.02017113343375,0
"50",43649.2710281717,1.12643208430065,0.121163639966119,1
"51",52769.5943411626,0.793117469084297,0.88416539312541,0
"52",42227.9095481613,1.52181882385294,1.77036562542382,1
"53",38514.4423434481,-0.220580392388813,-0.240224803118995,0
"54",44029.9680803355,-0.093520150058861,1.83130897320161,0
"55",38080.9437285596,2.25524198556434,-1.65741744009458,1
"56",52159.0758221658,0.789982984130745,-0.547171556667868,0
"57",28113.6872781164,-2.04948990351155,-1.03793094327752,1
"58",62456.0018246653,1.04183868431842,0.697805882192771,0
"59",43576.6835230057,0.379299316923132,-1.71005895750093,0
"60",43097.6986369658,0.0842210782596524,-0.549447290650815,0
"61",31125.0031463416,0.256187570621661,0.401429075326983,1
"62",52019.7557102576,0.56182507834272,-1.16950418571304,0
"63",56273.8790896474,1.09828693517452,-0.776369516519411,0
"64",30224.82786076,-0.837779195286162,-0.579988128347472,1
"65",39119.4791564907,1.10283453262446,0.0914157620248141,1
"66",32401.7207607438,-1.20712585476431,0.106307013420332,0
"67",36757.1656073223,-0.28719288164247,-0.392083627066525,0
"68",33893.903932499,-0.825128432027999,-1.3481245308268,0
"69",43200.5264773564,0.670439100537096,0.337866035197042,1
"70",43053.3755331317,-0.365656877669148,-0.162228629426256,0
"71",37887.8937998124,0.0490638683384018,-0.791387034478492,0
