x,y
0.0,3.269446843048778
0.02,3.191975882017746
0.04,3.1242249650383886
0.06,3.162250118360484
0.08,3.3434941247562096
0.1,3.2333324021336485
0.12,3.4116014277883617
0.14,3.5312056115869854
0.16,3.5441156740737347
0.18,3.543078522624773
0.2,3.587771521486602
0.22,3.6216735275440666
0.24,3.839375240159885
0.26,3.672348546783257
0.28,3.6742970586872916
0.3,3.840804841905792
0.32,3.790177251463677
0.34,3.907111746222357
0.36,3.958888745828466
0.38,4.046915884572882
0.4,3.785754292178563
0.42,3.962865761870254
0.44,4.153189623403283
0.46,4.024939302774428
0.48,3.953332266964897
0.5,4.003833423492225
0.52,3.9185369374958814
0.54,4.144469731412404
0.56,4.143142181964187
0.58,3.868574058070474
0.6,3.7687339764528645
0.62,3.9324688323004082
0.64,3.7742079329890568
0.66,3.789361240739321
0.68,3.533053242493478
0.7,3.755637356422008
0.72,3.543786089583249
0.74,3.4956481472279526
0.76,3.438325748662156
0.78,3.3180901603692385
0.8,3.379387420070933
0.82,3.29183316645885
0.84,3.319794556387348
0.86,3.092259541345075
0.88,2.942093797177862
0.9,3.2150132633989337
0.92,2.941343282472263
0.94,3.033400769700778
0.96,2.922109293466037
0.98,2.8833479567862104
1.0,2.9577340521268902
1.02,2.7387480331764675
1.04,2.665552131356655
1.06,2.6251198535454683
1.08,2.4254940054411773
1.1,2.414837215471539
1.12,2.4057003829937416
1.14,2.204383909233586
1.16,2.0814793884987033
1.18,2.0935765544557494
1.2,2.3188267407932166
1.22,1.950206996103361
1.24,2.1537003697634884
1.26,2.1059337037577417
1.28,2.0400629846206386
1.3,2.07742682751717
1.32,1.8528037503678099
1.34,1.924954803778733
1.36,2.0621904178222152
1.38,2.015900276958738
1.4,2.142613249467674
1.42,1.8898283857582352
1.44,2.0843150639834795
1.46,2.0690140879468157
1.48,2.061280447843661
1.5,2.188900234462932
1.52,2.1528264911300714
1.54,2.2086874528336105
1.56,2.1345047914492232
1.58,2.2001542718651357
1.6,2.4090838353124746
1.62,2.4063530397474158
1.64,2.4336999235797463
1.66,2.5431580302157126
1.68,2.4759484382191372
1.7,2.5100692119352233
1.72,2.5592666503177846
1.74,2.738904157515492
1.76,2.6957560452883853
1.78,2.66913033676402
1.8,3.0245392798395008
1.82,3.1483996900485405
1.84,3.0678256976385097
1.86,3.339766596534256
1.88,3.113167652273187
1.9,3.2904571803146574
1.92,3.481941188190952
1.94,3.4787391356660455
1.96,3.588782244939436
1.98,3.5366633395539315
