entity,code,year,income
Uruguay (urban),NA,1992,17.1476
Uruguay (urban),NA,1995,17.671822
Uruguay (urban),NA,1996,17.06949
Uruguay (urban),NA,1997,17.037256
Uruguay (urban),NA,1998,18.128729
Uruguay (urban),NA,2000,17.145294
Uruguay (urban),NA,2001,16.272411
Uruguay (urban),NA,2002,14.425236
Uruguay (urban),NA,2003,11.963974
Uruguay (urban),NA,2004,12.138544
Uruguay (urban),NA,2005,12.808138
Uzbekistan,UZB,1998,1.7957982
Uzbekistan,UZB,2000,1.2577156
Uzbekistan,UZB,2002,1.3487138
Uzbekistan,UZB,2003,1.2611177
Uzbekistan,UZB,2022,12.050619
Vanuatu,VUT,2010,4.123768
Vanuatu,VUT,2019,4.6742573
Venezuela,VEN,1981,9.18346
Venezuela,VEN,1987,8.469596
Venezuela,VEN,1989,9.798547
Venezuela,VEN,1992,9.045124
Venezuela,VEN,1995,6.698132
Venezuela,VEN,1998,7.0535007
Venezuela,VEN,1999,6.3937006
Venezuela,VEN,2001,6.681189
Venezuela,VEN,2002,5.42045
Venezuela,VEN,2003,4.7367663
Venezuela,VEN,2004,5.3565845
Venezuela,VEN,2005,6.65166
Venezuela,VEN,2006,8.490453
Vietnam,VNM,1992,2.3059344
Vietnam,VNM,1997,2.9902124
Vietnam,VNM,2002,2.824715
Vietnam,VNM,2004,3.4307585
Vietnam,VNM,2006,3.9606404
Vietnam,VNM,2008,4.252917
Vietnam,VNM,2010,7.1777043
Vietnam,VNM,2012,7.9646215
Vietnam,VNM,2014,8.568849
Vietnam,VNM,2016,9.841572
Vietnam,VNM,2018,10.9219675
Vietnam,VNM,2020,11.926914
Vietnam,VNM,2022,11.452532
Western and Central Africa (PIP),NA,1990,1.9
Western and Central Africa (PIP),NA,1991,1.84
Western and Central Africa (PIP),NA,1992,1.82
Western and Central Africa (PIP),NA,1993,1.79
Western and Central Africa (PIP),NA,1994,1.78
Western and Central Africa (PIP),NA,1995,1.78
Western and Central Africa (PIP),NA,1996,1.79
Western and Central Africa (PIP),NA,1997,1.83
Western and Central Africa (PIP),NA,1998,1.86
Western and Central Africa (PIP),NA,1999,1.9
Western and Central Africa (PIP),NA,2001,2
Western and Central Africa (PIP),NA,2002,2.1
Western and Central Africa (PIP),NA,2003,2.16
Western and Central Africa (PIP),NA,2004,2.24
Western and Central Africa (PIP),NA,2005,2.3
Western and Central Africa (PIP),NA,2006,2.34
Western and Central Africa (PIP),NA,2008,2.46
Western and Central Africa (PIP),NA,2009,2.5
Western and Central Africa (PIP),NA,2010,2.6
Western and Central Africa (PIP),NA,2011,2.64
Western and Central Africa (PIP),NA,2012,2.74
Western and Central Africa (PIP),NA,2013,2.8
Western and Central Africa (PIP),NA,2014,2.9
Western and Central Africa (PIP),NA,2015,2.9
Western and Central Africa (PIP),NA,2016,2.96
Western and Central Africa (PIP),NA,2017,3.06
Western and Central Africa (PIP),NA,2018,3.16
Western and Central Africa (PIP),NA,2019,3.22
World,OWID_WRL,1990,2.92
World,OWID_WRL,1991,2.96
World,OWID_WRL,1992,3.02
World,OWID_WRL,1993,3.06
World,OWID_WRL,1994,3.14
World,OWID_WRL,1995,3.24
World,OWID_WRL,1996,3.32
World,OWID_WRL,1997,3.38
World,OWID_WRL,1998,3.38
World,OWID_WRL,1999,3.4
World,OWID_WRL,2000,3.52
World,OWID_WRL,2001,3.62
World,OWID_WRL,2002,3.76
World,OWID_WRL,2003,3.9
World,OWID_WRL,2004,4.1
World,OWID_WRL,2005,4.28
World,OWID_WRL,2006,4.48
World,OWID_WRL,2007,4.68
World,OWID_WRL,2008,4.84
World,OWID_WRL,2009,5.05
World,OWID_WRL,2010,5.35
World,OWID_WRL,2011,5.6
World,OWID_WRL,2012,5.85
World,OWID_WRL,2013,6.2
World,OWID_WRL,2014,6.4
World,OWID_WRL,2015,6.65
World,OWID_WRL,2016,6.8
World,OWID_WRL,2017,7.05
World,OWID_WRL,2018,7.35
World,OWID_WRL,2019,7.6
World,OWID_WRL,2020,7.4
World,OWID_WRL,2021,7.6
World,OWID_WRL,2022,7.75
Yemen,YEM,1998,5.028546
Yemen,YEM,2005,4.126022
Yemen,YEM,2014,3.4357183
Zambia,ZMB,1991,1.6473335
Zambia,ZMB,1993,1.7063197
Zambia,ZMB,1996,2.3304799
Zambia,ZMB,1998,2.2775962
Zambia,ZMB,2002,1.9308877
Zambia,ZMB,2004,1.60922
Zambia,ZMB,2006,1.4654101
Zambia,ZMB,2010,1.5375938
Zambia,ZMB,2015,1.6081347
Zambia,ZMB,2022,1.4850891
Zimbabwe,ZWE,2011,3.7988682
Zimbabwe,ZWE,2017,2.8745577
Zimbabwe,ZWE,2019,2.6548173
