x,y
0.0,0.26944684304877814
0.02,0.19643039633144482
0.04,0.1330662647177515
0.06,0.1753433179771542
0.08,0.3606383232675129
0.1,0.25426238403466067
0.12,0.43598991244802293
0.14,0.558666034755604
0.16,0.5742054817433279
0.18,0.5753029537475131
0.2,0.6215878525343123
0.22,0.6564957485464569
0.24,0.8745791287130871
0.26,0.7072771035941172
0.28,0.7082662655322071
0.3,0.8731097004537064
0.32,0.8200980592574566
0.34,0.9339205642459005
0.36,0.9818560105213465
0.38,1.0653171159010835
0.4,0.7988768484379475
0.42,0.9700155912957635
0.44,1.153697962386481
0.46,1.0181692705576175
0.48,0.9386853070824558
0.5,0.9807555429674593
0.52,0.8865246958712063
0.54,1.1030759330861604
0.56,1.0919812270213323
0.58,0.8073269088168407
0.6,0.6971526991819313
0.62,0.8503806764239393
0.64,0.6815189125329784
0.66,0.686059186326563
0.68,0.41921029528737896
0.7,0.6314118790667504
0.72,0.40942397292989463
0.74,0.3514834955528343
0.76,0.2847809301444085
0.78,0.15567521377085658
0.8,0.20869881282984729
0.82,0.11355190373633561
0.84,0.13468364497830376
0.86,-0.0988391832643071
0.88,-0.25407587360791056
0.9,0.01476014058505673
0.92,-0.2619401615838188
0.94,-0.17179977941428146
0.96,-0.283841141797328
0.98,-0.3221377239138517
1.0,-0.24603185383910248
1.02,-0.4620101618778818
1.04,-0.5308853416249166
1.06,-0.5656669832884742
1.08,-0.7583038321350603
1.1,-0.7606334947271942
1.12,-0.7601141670925384
1.14,-0.9504635245824119
1.16,-1.0611170944280692
1.18,-1.0355213150961948
1.2,-0.7955700223712293
1.22,-1.1483402219456096
1.24,-0.9279116317228195
1.26,-0.957728659250893
1.28,-1.0047147608382418
1.3,-0.9476186114429916
1.32,-1.1517564289024698
1.34,-1.0584688885804796
1.36,-0.8995537695798934
1.38,-0.9237355237655327
1.4,-0.7746047440982234
1.42,-1.0047865210925333
1.44,-0.7876396124591089
1.46,-0.7803546247066698
1.48,-0.7657105001855865
1.5,-0.616056823210709
1.52,-0.6305771654578733
1.54,-0.5537800258565991
1.56,-0.6077797508911398
1.58,-0.5228350354658917
1.6,-0.29562999309619575
1.62,-0.28123387071735056
1.64,-0.23803334700146211
1.66,-0.11411468191216977
1.68,-0.16837087787357907
1.7,-0.12291144284031721
1.72,-0.0640903825790414
1.74,0.12336339645452142
1.76,0.08614057891657335
1.78,0.06347489193805497
1.8,0.4208142199312227
1.82,0.5445214984644029
1.84,0.4616679580119005
1.86,0.7291714116003466
1.88,0.49595744008738263
1.9,0.6644467834566978
1.92,0.8449502289282333
1.94,0.8286045477508073
1.96,0.9233709108021386
1.98,0.8538847601442486
