x,y
0.0,-0.06095606743347992
0.02,-0.005479322244922549
0.04,0.15216758378716078
0.06,0.3046652683338294
0.08,0.29839548857611153
0.1,0.4546034515651862
0.12,0.7894927790014528
0.14,0.6434897954298294
0.16,0.8159884708587973
0.18,0.9648686773986808
0.2,1.0019845297428904
0.22,0.845769179571014
0.24,1.1436699513353237
0.26,1.2259282254920143
0.28,1.0947133361907495
0.3,0.8370930499464364
0.32,1.078030483026739
0.34,1.0658661489934222
0.36,0.8466191403839517
0.38,0.6322357666585678
0.4,0.7523577077690806
0.42,0.6602878695427862
0.44,0.6866384070029212
0.46,0.44456920245599163
0.48,0.4330639574476246
0.5,0.2000945341825937
0.52,0.1828988337329749
0.54,-0.0008488299723324877
0.56,-0.2019146309314186
0.58,-0.4062468540683441
0.6,-0.47677345182715647
0.62,-0.44816538796224586
0.64,-0.6042473681642904
0.66,-0.7729499583542019
0.68,-0.6881097942042205
0.7,-0.8186694816331848
0.72,-0.7336761759276174
0.74,-0.9944748610706718
0.76,-0.937059639551403
0.78,-0.9268858141197939
0.8,-0.9838877353912626
0.82,-1.082160484564834
0.84,-0.9499116032401684
0.86,-0.8126631055946594
0.88,-0.8346440796140484
0.9,-1.04418913403367
0.92,-0.8147428808657364
0.94,-0.8611511463671603
0.96,-0.5354773307212279
0.98,-0.6476937159517011
1.0,-0.5202932922540519
1.02,-0.19306024606190286
1.04,-0.07291445015648589
1.06,-0.17724187355187365
1.08,0.119313363193333
1.1,0.1251645499433694
1.12,0.28981272344231473
1.14,0.4354792898656483
1.16,0.4869619732521575
1.18,0.5429338735794145
1.2,0.577619282384084
1.22,0.8030066692276239
1.24,0.7863004245997344
1.26,0.920589183720777
1.28,0.9336485999445715
1.3,0.8366133657396307
1.32,1.1480666122759517
1.34,0.9658353391776467
1.36,1.0603576456835466
1.38,0.8140132887323446
1.4,0.7853437415072667
1.42,0.9024554231337958
1.44,0.8552893282901202
1.46,0.6938384579934186
1.48,0.8606387325814888
1.5,0.3031958256221452
1.52,0.4841815193927304
1.54,0.4110281091822202
1.56,0.10818777782069036
1.58,-0.10663387768064636
1.6,-0.06651902151243941
1.62,-0.18666029009874124
1.64,-0.054687604089748515
1.66,-0.4475814411885055
1.68,-0.5192941379664197
1.7,-0.5705193710676119
1.72,-0.7862222813224911
1.74,-0.9710491795360502
1.76,-0.7036155187877359
1.78,-0.9949872858370156
1.8,-0.9067112985959856
1.82,-1.077391522413375
1.84,-0.8688073381601392
1.86,-0.8987801556486225
1.88,-0.9476170460783038
1.9,-0.8283918951248648
1.92,-0.8228060306273199
1.94,-0.9769592576673259
1.96,-0.6639125879439135
1.98,-0.8902011395574312
