x,y
0.0,-0.15640606922197478
0.02,0.1302258039014141
0.04,0.2197053373104445
0.06,0.30825416996427274
0.08,0.49197238831802537
0.1,0.2859417557435514
0.12,0.8963587732778281
0.14,0.6019894562165095
0.16,0.9403014559979974
0.18,0.8738915405694483
0.2,0.9850829653183658
0.22,1.0923061135561771
0.24,0.8061057179127245
0.26,0.9346614063779087
0.28,0.9498318282500576
0.3,0.9725655426504107
0.32,0.9218317016186819
0.34,0.8072408856817241
0.36,0.8700981274743217
0.38,0.9196288717575903
0.4,0.6561733482401875
0.42,0.550690468417335
0.44,0.5514201512977833
0.46,0.3450453939278685
0.48,0.5131897521062196
0.5,0.261458066973853
0.52,0.15740332178691777
0.54,0.1256309921333275
0.56,0.12330373650803919
0.58,-0.07263984101527053
0.6,-0.23324850815783005
0.62,-0.3857345283038013
0.64,-0.4898667938239505
0.66,-0.5286618830661871
0.68,-0.7622912047281138
0.7,-0.7350972714751165
0.72,-0.91196396085334
0.74,-0.7947304824762392
0.76,-0.8920788357681709
0.78,-1.0648890444178698
0.8,-0.9484407358410513
0.82,-1.043524918801784
0.84,-0.8694779610661674
0.86,-1.163382668119399
0.88,-0.9590440893357955
0.9,-0.7291007425306842
0.92,-0.9221890249650979
0.94,-0.8430365284107835
0.96,-0.7865762911429619
0.98,-0.7725120727095078
1.0,-0.7452582195669284
1.02,-0.5514264807006666
1.04,-0.18373569277096993
1.06,-0.2478615528676179
1.08,-0.3077928355963061
1.1,0.009000222300572902
1.12,0.13214889886249107
1.14,0.08790233500911926
1.16,0.39921037060557174
1.18,0.4113659522228301
1.2,0.5737338127706921
1.22,0.5467588712356346
1.24,0.7011750916870663
1.26,0.7570450909705397
1.28,0.7251777728967359
1.3,0.758366707658339
1.32,0.8183408496145618
1.34,0.6137424403868192
1.36,1.097141317818228
1.38,1.0354438376254715
1.4,1.071211888548745
1.42,0.9964698172273598
1.44,0.8902116160030161
1.46,0.9953489147244502
1.48,0.9998788029865027
1.5,1.0414505373652907
1.52,0.8419240649564659
1.54,0.7558872541282076
1.56,0.5348876608365066
1.58,0.4758816308493311
1.6,0.4200429045064958
1.62,0.46274812199487847
1.64,0.26047851346711687
1.66,0.05248516519989507
1.68,-0.07501797581921087
1.7,-0.06092920456816228
1.72,-0.2858279305105449
1.74,-0.32076169012207784
1.76,-0.7717513011604681
1.78,-0.5422888892551575
1.8,-0.6667801009416323
1.82,-0.681645749168569
1.84,-0.856987418838633
1.86,-0.6182586800282606
1.88,-0.8637684780598532
1.9,-1.1686940049215404
1.92,-0.8571179428849093
1.94,-0.9720373621698093
1.96,-0.9844396122451493
1.98,-1.054340321250217
