x,y
0.0,2.843593930778025
0.02,3.1128512269268906
0.04,3.185518207045755
0.06,3.258368353358398
0.08,3.4280333910395804
0.1,3.2100968038763957
0.12,3.811217641278686
0.14,3.5105766442631365
0.16,3.846000454371982
0.18,3.780382042715706
0.2,3.8962720029215085
0.22,4.0122541847578965
0.24,3.738949062240228
0.26,3.8845316458472388
0.28,3.920774242462728
0.3,3.9684572757707537
0.32,3.9463012104076
0.34,3.8635899300337404
0.36,3.9612275781850577
0.38,4.04796956482687
0.4,3.823623151440434
0.42,3.758558644929036
0.44,3.8003800079777688
0.46,3.635096089505448
0.48,3.8436280147833255
0.5,3.6308604332181984
0.52,3.563619360403221
0.54,3.56578782197548
0.56,3.593821984573861
0.58,3.423981340326443
0.6,3.28457662600474
0.62,3.1478045845696836
0.64,3.0533652035262944
0.66,3.017780358737964
0.68,2.7804955505508917
0.7,2.7968715507636217
0.72,2.6018209746334002
0.74,2.6933999448871395
0.76,2.5629249647953847
0.78,2.3496206323874307
0.8,2.4184195639045503
0.82,2.26885062894365
0.84,2.3820034710148628
0.86,2.021324408600479
0.88,2.153636107220272
0.9,2.3070203692229203
0.92,2.033646331335047
0.94,2.0296684303403323
0.96,2.001102201032499
0.98,1.9292479355289522
1.0,1.8707387673596279
1.02,1.9800409677016564
1.04,2.2655306938915114
1.06,2.1226301430006735
1.08,1.988436933664326
1.1,2.2365411796243717
1.12,2.29759397507604
1.14,2.1988094943473944
1.16,2.4640340149365376
1.18,2.439375136683269
1.2,2.5749180805932417
1.22,2.531722690713867
1.24,2.6810220428373372
1.26,2.743253101241676
1.28,2.729466838133629
1.3,2.7925606545008304
1.32,2.8942247968679444
1.34,2.742917698120215
1.36,3.290879522764145
1.38,3.30454216086573
1.4,3.4258511657561863
1.42,3.446077442458607
1.44,3.4433310070733234
1.46,3.659517301712856
1.48,3.7815150118926484
1.5,3.945754339142287
1.52,3.8727885371425184
1.54,3.915825459438981
1.56,3.8249747859709515
1.58,3.8957135512609677
1.6,3.967711949081464
1.62,4.134836607738676
1.64,4.052070406887347
1.66,3.957196006678228
1.68,3.9350070269598385
1.7,4.0452508046848905
1.72,3.9060768421182335
1.74,3.9452663550281075
1.76,3.555742705439017
1.78,3.833087784394609
1.8,3.742112838980329
1.82,3.7457683208078945
1.84,3.573488068828003
1.86,3.799526038594517
1.88,3.525458889837083
1.9,3.1761770318093006
1.92,3.4278491638538293
1.94,3.237912983062344
1.96,3.135996699401571
1.98,2.962876250492516
